Open,Close
507.54,507.26
507.88,509.18
509.18,508.94
508.96,507.89
508.05,509.64
509.64,509.7
509.69,504.94
505.44,506.51
506.54,512.2
512.16,516.02
516.02,515.09
515.14,514.48
514.48,517.67
518.23,521.82
521.79,519.72
519.06,518.44
518.44,523.73
523.73,523.29
522.7,524.11
524.64,519.73
519.97,520.44
520.44,520.51
520.6,520.35
520.73,521.52
521.81,521.24
521.24,521.86
522.58,521.6
521.6,518.0
518.0,519.17
519.17,519.66
519.66,515.6
515.67,514.97
515.19,516.87
516.87,515.36
514.88,511.52
511.57,513.66
513.66,516.61
516.62,518.78
518.23,517.83
517.76,519.2
519.04,519.97
519.6,520.2
520.01,521.87
522.2,523.08
523.08,525.95
525.22,527.8
527.9,529.64
529.65,530.05
530.07,533.66
533.13,532.02
532.01,528.97
528.21,528.95
528.95,529.96
529.95,531.1
531.1,530.43
530.34,529.99
530.16,530.6
530.67,532.57
532.57,532.44
532.44,530.0
530.0,528.96
528.98,529.87
529.85,531.78
531.35,531.25
531.76,532.15
531.62,530.77
530.5,531.46
531.46,531.27
530.65,530.68
531.51,531.42
531.43,529.28
529.28,529.5
529.56,531.79
531.46,530.99
531.19,531.86
531.86,533.1
532.6,533.99
533.99,533.9
533.92,534.88
534.22,534.98
467.14,469.67
470.0,469.07
469.07,470.9
470.25,472.29
471.97,472.92
472.92,474.25
474.27,472.22
472.49,474.0
473.92,474.83
474.31,475.06
475.32,476.01
476.0,474.08
473.83,473.35
473.6,475.17
475.17,478.86
478.27,478.6
478.56,477.0
477.16,477.5
477.83,477.71
477.77,477.0
476.96,478.01
478.01,478.91
478.91,478.0
478.18,478.59
478.59,478.94
478.98,479.79
479.79,479.77
480.4,479.04
479.04,480.21
480.21,478.67
478.37,478.8
479.0,476.76
476.77,476.49
476.47,476.38
476.09,474.97
474.93,473.61
473.89,473.86
473.86,472.6
472.78,472.06
472.06,471.31
471.31,469.99
469.64,471.0
470.77,470.41
470.41,471.3
471.3,470.6
470.58,468.26
467.57,468.48
468.48,468.59
468.59,469.48
469.88,469.9
470.02,470.53
470.99,471.78
471.43,472.0
471.99,471.53
471.59,468.56
468.56,468.97
469.05,467.26
467.26,463.17
463.17,462.78
463.17,466.38
466.18,464.79
465.24,464.26
464.57,463.67
463.96,455.18
455.21,450.0
450.45,463.71
463.71,459.4
459.4,455.41
455.99,460.58
460.56,465.02
465.4,466.19
466.52,465.17
464.31,461.39
461.75,463.12
463.13,462.75
462.75,464.42
464.17,466.05
466.3,468.66
468.61,467.36
467.41,468.99
468.98,470.29
470.29,473.62
473.61,473.35
473.4,477.37
477.37,475.99
475.6,474.7
474.3,476.01
476.05,474.52
474.52,470.47
470.47,470.4
470.41,475.72
475.76,476.27
486.51,486.8
486.56,488.31
488.63,487.73
488.1,487.67
487.5,488.0
488.0,487.37
487.72,487.43
487.43,487.23
487.59,485.27
486.14,485.39
485.37,484.86
484.86,484.1
484.12,484.37
484.37,484.81
485.06,485.93
485.94,486.14
486.14,486.02
486.09,486.5
486.51,488.39
488.32,488.1
488.17,488.35
488.36,488.32
488.32,489.0
489.0,487.25
486.96,488.33
488.33,488.46
488.48,487.95
487.95,487.01
486.7,486.19
485.52,485.25
485.26,485.5
485.22,484.53
484.53,483.8
483.8,483.59
483.59,483.05
482.95,482.85
482.85,483.97
483.97,483.82
483.82,483.48
483.48,477.66
477.66,478.13
478.41,479.53
479.52,477.16
477.16,472.61
472.61,474.4
474.42,476.37
476.37,476.76
476.76,474.73
475.02,475.3
475.3,474.55
474.4,472.0
472.0,473.05
473.57,474.77
474.63,473.91
473.91,475.44
475.11,474.75
475.16,473.5
473.52,475.04
475.39,476.03
476.05,475.7
475.7,475.4
475.4,474.14
474.1,474.27
474.54,473.82
473.9,474.42
474.41,473.47
473.79,472.71
472.3,470.74
470.74,468.78
468.36,466.14
466.47,468.0
468.0,465.6
465.78,463.5
463.5,464.01
464.27,463.83
463.91,466.7
467.36,467.16
467.16,465.8
466.13,468.2
467.88,467.1
466.8,471.41
471.5,480.5
479.81,488.25
488.0,486.59
486.88,494.46
494.46,510.05
510.52,503.92
504.45,503.17
503.17,516.64
517.0,515.14
514.52,515.11
515.04,524.36
498.99,497.61
497.59,497.9
498.34,498.74
498.8,499.69
500.15,500.15
499.98,500.13
499.88,499.7
499.71,500.05
500.06,499.63
499.63,499.21
499.21,499.23
499.4,499.21
499.42,498.97
498.98,499.99
499.89,500.03
500.03,500.99
500.77,501.11
501.09,504.47
504.11,502.95
503.07,502.45
502.27,502.43
502.2,502.49
502.31,501.88
502.2,501.9
502.18,502.84
502.83,503.51
503.45,503.87
503.62,503.82
503.83,503.96
503.96,503.61
503.5,504.0
503.48,503.81
503.48,503.53
503.54,503.91
504.09,504.01
504.0,504.49
504.44,506.67
506.76,506.65
506.77,505.62
505.62,505.0
505.03,505.02
505.19,503.33
503.33,503.28
503.28,504.97
504.61,504.96
504.84,505.19
505.2,505.32
505.33,505.23
505.23,505.06
504.87,505.48
505.59,505.0
505.12,505.27
505.28,505.0
504.82,504.83
504.59,504.15
504.4,503.99
503.99,502.68
502.86,503.38
503.4,502.84
502.91,502.98
502.98,502.22
502.21,503.09
503.09,502.57
502.58,502.47
502.6,502.8
502.62,502.79
502.49,502.66
502.52,502.61
502.61,502.38
502.37,501.92
501.91,500.36
500.94,500.88
500.8,501.0
501.0,501.56
501.44,501.22
501.31,501.56
501.74,501.16
501.5,500.66
500.41,501.37
500.86,501.59
501.58,501.55
501.3,502.0
501.75,501.46
501.45,501.14
501.11,501.12
501.31,501.34
501.34,502.12
502.0,502.09
502.02,502.18
502.25,502.7
502.64,504.08
504.08,506.02
495.92,495.87
495.86,496.32
496.06,496.31
496.15,495.85
496.2,496.06
496.07,495.59
495.39,495.02
494.84,494.51
494.72,494.79
494.5,494.74
494.48,494.44
494.35,494.46
494.47,493.98
493.98,494.23
494.16,494.04
493.92,493.78
493.8,493.68
494.0,492.67
493.2,492.33
492.5,492.7
492.99,492.91
492.91,491.98
491.98,491.25
491.26,492.22
492.22,492.16
492.16,492.64
492.71,492.19
492.19,492.47
492.48,492.67
492.42,492.7
492.7,492.96
492.97,493.31
493.37,493.79
493.85,495.65
495.66,493.89
493.95,494.05
494.4,493.56
493.58,494.05
494.18,494.1
494.3,494.25
494.29,494.0
493.99,493.64
493.64,493.45
493.56,493.35
493.34,493.0
492.94,492.55
492.99,493.6
493.22,493.87
493.88,494.52
494.4,494.44
494.49,493.99
493.99,494.06
494.06,493.95
493.95,493.9
493.83,494.66
494.57,494.84
495.18,495.49
495.08,495.32
495.1,495.13
495.01,495.25
495.23,493.62
493.98,495.85
496.06,496.1
495.98,495.89
496.17,496.97
497.34,497.78
497.78,496.65
496.24,496.12
496.47,496.37
496.29,496.14
496.13,496.33
496.01,495.95
495.91,496.0
496.25,496.0
496.0,496.0
496.0,496.37
496.0,496.47
496.78,497.48
497.75,497.66
497.7,497.2
497.21,497.51
497.51,497.7
497.99,511.0
511.0,508.98
508.98,510.92
510.75,514.35
514.34,513.09
513.71,512.39
512.39,512.3
511.99,513.54
513.22,514.61
515.13,523.7
516.52,517.05
516.86,516.55
516.55,516.81
516.63,516.43
516.6,516.49
516.62,516.9
516.9,516.11
516.68,516.05
516.58,517.41
516.9,516.67
516.67,516.57
516.59,516.85
516.35,516.57
516.21,515.82
515.53,515.63
515.62,515.87
515.88,516.04
516.04,516.02
516.0,515.9
515.88,516.0
515.81,516.54
516.51,516.36
516.36,516.62
516.66,516.69
516.57,516.98
516.76,517.7
517.54,517.78
517.78,518.86
518.86,519.26
519.27,518.95
518.94,519.38
519.38,519.61
519.61,521.3
521.3,520.83
520.83,520.65
520.75,520.98
520.98,520.37
520.38,520.28
520.47,520.35
520.36,519.5
519.5,519.66
520.07,520.3
520.3,519.99
519.99,520.51
520.51,520.75
520.57,520.89
520.55,520.98
520.95,521.54
521.92,522.02
522.02,522.69
522.69,522.61
522.51,523.1
522.79,523.04
523.03,522.8
522.8,523.91
523.9,524.4
524.4,525.56
525.59,527.81
527.82,526.51
526.53,526.0
525.48,525.7
525.61,526.33
526.37,525.4
525.4,526.09
526.09,525.84
526.1,526.68
526.72,528.86
528.97,532.11
532.11,532.06
532.06,533.02
533.11,538.27
538.27,538.62
538.52,538.71
538.15,536.77
536.74,534.25
534.27,534.66
534.66,534.0
533.66,536.4
536.41,537.53
537.53,536.94
537.43,538.04
538.04,537.39
537.26,537.6
538.34,538.44
538.01,538.89
538.91,537.98
537.58,538.9
538.9,539.54
539.54,540.61
540.61,540.16
540.99,542.47
542.48,546.85
523.69,524.98
524.51,524.23
524.23,523.94
523.94,523.94
523.94,524.19
524.18,523.6
523.86,523.48
524.1,523.85
523.83,523.62
523.73,524.51
524.52,524.45
524.47,524.91
524.91,525.25
525.25,524.66
524.47,524.3
524.36,524.4
524.38,524.5
524.5,524.42
524.42,524.4
524.47,524.39
524.39,524.26
524.15,524.68
524.69,525.51
525.51,526.02
526.06,525.84
526.08,525.58
525.47,526.11
526.33,526.0
526.0,526.11
526.4,527.38
527.42,527.23
527.6,527.73
527.73,527.76
527.76,528.05
528.05,528.01
528.64,528.16
528.22,528.5
528.2,526.62
526.53,525.68
525.66,524.8
524.79,523.5
523.07,523.0
523.0,522.99
522.95,522.92
522.67,522.17
522.0,520.98
520.98,520.5
520.5,521.42
521.42,522.35
522.36,521.33
521.8,521.94
521.94,521.99
521.99,521.75
521.75,522.74
522.31,522.45
522.45,522.34
522.34,522.6
522.6,522.5
522.5,522.91
522.76,523.2
523.2,523.3
523.31,522.96
522.96,523.2
523.19,522.75
522.75,522.54
522.59,522.9
522.9,522.62
522.58,522.19
522.19,521.76
521.76,522.19
522.19,521.97
521.55,521.93
521.93,521.75
522.1,522.0
521.78,520.2
520.88,520.01
520.39,526.59
527.63,531.51
532.0,531.29
531.07,532.91
532.74,531.66
531.61,532.9
532.9,532.69
532.5,532.66
532.38,532.08
532.08,537.66
537.66,537.94
537.94,539.56
539.56,535.8
536.0,537.01
537.01,538.69
538.6,540.35
536.02,535.88
535.88,535.53
535.53,535.31
535.32,535.32
535.74,535.58
536.14,535.5
535.62,535.35
535.35,535.34
535.05,534.82
535.31,534.47
534.47,533.17
533.13,533.0
533.0,533.5
533.49,534.51
534.51,534.24
534.24,533.58
533.12,533.22
533.0,533.02
533.03,533.73
532.94,533.2
532.8,532.8
532.8,533.0
533.0,532.71
533.39,533.18
533.13,532.89
532.89,532.57
532.95,532.97
532.94,532.64
533.01,533.39
533.4,533.52
533.52,534.41
534.02,533.11
533.0,533.28
532.77,533.52
533.97,533.03
533.03,533.3
533.3,533.01
533.01,532.8
533.03,533.26
533.36,532.74
532.74,532.4
532.4,532.51
532.51,532.65
532.65,534.01
534.41,534.55
534.87,534.0
534.0,535.0
535.0,534.86
534.86,535.63
535.62,535.11
535.2,535.63
535.63,535.99
535.96,535.97
535.95,535.95
535.95,536.04
536.06,536.02
536.02,536.49
536.34,536.29
536.0,535.35
535.34,535.31
535.68,535.58
535.58,535.66
535.66,535.1
535.09,536.64
536.64,536.12
536.35,535.66
535.66,535.14
535.15,535.99
535.99,536.08
536.08,536.23
536.23,536.86
536.26,536.49
536.21,536.64
536.65,536.64
536.94,536.51
536.51,536.91
537.31,537.64
537.31,537.15
537.07,537.3
537.16,538.01
538.03,538.5
538.5,539.38
539.1,540.78
540.55,542.34
542.78,541.99
541.97,541.57
541.13,541.57
541.57,542.44
542.44,543.0
543.02,543.05
543.04,543.38
543.0,543.49
471.29,472.17
472.15,471.41
471.84,471.35
471.71,471.05
471.05,471.26
471.26,470.14
470.2,470.35
470.35,467.06
467.07,467.0
466.55,466.5
466.43,465.87
466.19,464.37
464.34,465.6
465.6,466.96
466.61,466.76
466.76,465.82
465.83,467.72
467.73,466.72
466.8,467.46
467.46,470.18
470.18,470.85
470.85,471.27
471.42,469.28
469.53,468.95
468.95,469.34
469.34,469.17
469.17,469.41
469.51,469.2
469.1,468.62
468.62,468.58
468.58,470.04
470.39,470.41
469.65,470.27
469.93,470.23
470.25,470.12
469.91,470.03
469.98,470.5
470.5,472.67
472.11,471.39
471.03,471.64
471.64,471.9
472.26,472.52
472.52,472.82
473.32,472.18
472.66,472.57
472.5,472.0
472.0,472.25
471.82,473.08
473.08,472.29
472.55,472.52
472.52,472.69
472.69,472.5
472.02,472.42
472.41,472.14
472.14,472.34
472.34,472.9
472.9,471.96
471.77,473.96
473.96,474.09
474.01,475.73
475.45,475.53
475.5,474.64
474.33,474.6
474.6,474.63
474.63,474.14
474.42,474.88
474.48,474.53
474.53,473.45
473.79,472.85
472.85,472.99
472.99,472.5
472.44,472.4
472.4,472.86
472.88,473.73
473.55,473.0
473.16,473.34
473.66,473.63
473.63,473.44
473.82,473.39
473.39,473.68
473.38,473.67
473.64,473.6
473.6,473.92
473.86,473.85
473.85,474.08
474.23,474.0
474.0,474.0
473.82,474.71
474.66,474.9
474.68,474.99
474.7,478.55
478.55,479.37
440.25,439.6
439.72,439.47
439.47,439.53
439.33,439.99
439.69,439.25
439.59,439.03
438.75,439.47
439.45,439.3
439.3,439.63
439.62,441.3
441.3,440.08
440.07,440.1
440.05,440.45
440.43,439.8
439.7,438.4
438.65,438.5
438.5,437.92
437.9,438.46
438.6,438.44
438.45,437.9
437.68,437.61
437.29,436.48
436.48,434.71
435.34,434.12
434.12,431.49
431.49,430.92
431.22,432.2
432.2,432.0
431.84,429.3
429.31,428.97
428.67,427.41
426.9,423.37
423.24,423.05
423.05,421.07
421.73,425.48
425.27,425.79
425.79,426.1
426.14,431.48
431.33,430.94
430.23,435.03
435.03,434.05
434.05,435.8
435.35,455.18
455.18,451.45
452.98,450.74
450.74,454.5
454.99,452.55
452.55,449.66
450.24,452.5
452.5,451.49
451.76,459.85
459.72,457.53
457.52,454.6
454.13,457.34
457.17,457.37
457.36,454.58
454.62,455.31
455.31,454.91
454.91,450.68
450.68,452.5
452.45,449.46
449.46,453.35
453.35,452.0
452.01,453.21
453.01,453.74
453.73,452.73
452.67,452.0
452.0,452.42
452.42,452.54
452.24,453.64
453.85,454.17
454.12,453.86
453.86,452.37
451.76,452.95
452.95,453.66
453.43,453.0
453.0,453.66
453.66,453.88
453.88,455.59
455.15,455.52
455.16,453.98
453.66,454.29
454.3,452.83
453.0,453.37
453.37,452.99
452.41,453.02
453.02,454.2
454.0,453.85
453.85,454.55
454.88,456.39
456.01,458.6
458.85,459.69
451.34,451.09
450.58,450.18
450.43,449.32
449.34,449.55
449.77,451.08
450.43,451.01
451.02,450.34
450.34,450.07
450.07,450.0
449.53,450.11
450.56,450.45
450.39,450.32
450.34,450.71
450.71,450.67
450.63,450.01
450.01,450.2
450.17,450.23
450.24,450.58
450.27,450.7
450.7,451.49
451.5,452.24
452.69,452.8
452.78,453.21
453.22,453.27
453.48,453.77
453.76,453.95
453.96,456.19
456.19,458.02
458.02,456.15
456.15,457.76
458.0,458.17
458.17,459.82
459.79,461.73
461.45,462.42
462.8,465.94
465.94,466.03
466.17,465.0
465.0,463.23
463.76,465.66
465.66,462.38
462.99,464.64
464.64,464.92
464.93,465.4
465.22,471.88
471.72,463.7
463.69,462.17
462.17,461.67
461.64,459.66
460.0,458.17
458.2,458.87
458.87,456.12
456.12,454.38
454.38,455.49
455.92,458.42
458.71,455.76
455.76,456.02
455.98,456.24
456.4,454.04
454.1,456.0
456.0,456.22
456.4,457.7
457.7,459.51
459.53,458.5
458.97,458.7
458.69,459.3
459.3,458.79
458.76,458.88
458.75,458.01
458.0,458.89
458.56,462.37
462.37,464.87
464.87,464.41
464.41,470.5
470.41,468.13
468.37,465.33
465.08,465.76
465.77,468.22
468.21,469.69
469.32,466.72
467.1,465.46
465.01,466.4
466.38,467.45
467.75,466.97
466.97,467.94
467.58,467.73
467.66,466.98
466.98,466.69
466.22,466.31
466.31,465.56
465.16,464.95
464.9,465.46
465.46,469.45
428.86,431.0
431.0,433.96
433.96,431.53
431.89,431.09
431.09,431.36
431.67,433.68
433.66,431.31
431.31,430.96
430.74,429.26
429.26,430.42
430.48,430.7
430.7,429.61
430.41,431.33
431.33,431.38
431.38,433.14
432.75,434.3
434.3,434.64
434.65,435.24
435.24,435.15
435.15,434.58
434.74,434.93
434.93,435.48
435.34,434.14
434.3,434.68
434.51,435.46
435.46,434.87
435.07,434.41
434.24,434.43
434.42,434.21
434.21,434.52
434.52,434.99
434.99,435.46
435.46,433.88
433.94,433.67
433.7,433.81
433.81,433.92
433.9,433.7
433.71,434.1
434.49,434.54
434.54,434.49
434.29,434.4
434.4,434.29
434.29,433.5
433.5,434.06
434.06,433.8
433.68,433.72
433.72,433.63
433.75,434.14
434.14,434.69
434.67,435.11
435.11,434.92
434.92,436.46
436.46,436.77
436.76,435.44
435.58,434.89
434.93,435.7
435.67,437.09
436.57,436.19
436.28,435.25
435.25,435.04
435.04,434.38
434.59,434.76
434.55,434.53
434.82,434.66
434.66,434.34
434.57,434.57
434.57,433.68
434.01,434.2
434.21,434.2
434.34,435.11
435.18,435.17
435.17,435.18
435.48,435.5
435.5,435.53
435.53,435.39
435.48,435.26
435.06,435.23
435.2,435.87
435.87,435.61
436.25,435.47
435.2,435.38
435.38,435.36
435.13,435.57
435.57,435.8
435.35,435.18
435.52,435.8
435.53,437.45
437.45,439.15
439.15,437.75
438.0,439.9
439.75,444.08
444.0,444.99
412.23,411.88
411.88,411.41
411.41,411.48
411.5,411.63
411.83,411.66
411.74,412.11
412.15,411.26
411.29,411.55
411.54,411.8
411.8,411.23
411.22,411.1
410.65,410.25
410.3,409.38
409.16,409.47
409.5,409.29
409.29,409.15
409.33,408.92
409.0,408.52
408.51,408.38
408.29,408.52
408.52,408.12
408.12,409.22
409.21,409.85
409.85,410.1
410.09,410.39
410.39,411.28
411.28,413.16
413.15,413.17
413.13,410.96
410.63,410.97
410.72,412.31
412.31,412.64
412.31,412.4
412.4,412.52
412.51,412.84
413.02,414.2
414.11,414.15
414.53,414.74
414.95,414.79
414.79,414.89
414.88,415.08
415.09,415.01
414.79,414.53
414.64,414.57
414.53,415.08
415.07,415.14
415.21,415.46
415.45,416.4
416.41,418.39
418.39,418.7
418.58,417.49
417.23,420.67
421.0,426.1
426.55,435.33
434.34,430.99
431.0,434.14
433.03,430.78
430.59,432.81
432.6,434.25
434.5,435.1
435.57,435.17
434.55,435.4
435.0,435.77
435.69,436.01
436.01,437.41
437.46,440.49
440.49,440.04
440.39,438.8
438.6,435.08
435.14,433.9
433.91,434.77
434.77,436.93
436.92,437.24
437.05,438.06
437.84,438.26
438.26,440.18
440.18,444.48
444.16,443.76
443.76,441.37
441.37,442.09
442.09,441.26
441.64,441.41
441.41,441.43
441.74,444.1
444.12,445.14
445.15,445.98
445.51,445.95
445.5,444.59
444.12,447.57
447.58,452.0
452.0,458.0
458.0,459.24
446.49,447.11
447.11,446.76
446.76,447.0
447.0,446.96
446.96,447.5
447.5,447.81
447.78,446.78
446.77,446.44
446.22,446.64
446.48,446.85
446.8,446.59
446.59,446.41
446.33,446.15
446.01,446.98
447.01,446.13
446.08,446.55
446.53,446.64
445.94,446.47
446.4,446.3
446.3,446.17
445.89,445.62
445.93,445.93
445.93,445.61
445.61,444.26
444.26,443.17
443.17,444.75
444.69,443.94
443.89,443.31
443.68,443.17
443.17,441.92
441.92,443.55
443.55,444.13
444.13,443.83
444.07,443.5
443.57,443.15
443.0,444.3
444.3,444.0
443.99,444.42
444.39,444.1
444.15,444.31
444.32,443.81
443.98,443.39
443.81,443.79
443.79,444.07
444.46,444.13
444.2,444.74
444.56,444.7
444.7,445.6
445.6,448.0
447.79,446.79
446.79,447.52
447.22,446.05
446.05,447.47
447.48,446.74
446.61,447.12
447.09,446.55
446.59,445.98
446.0,445.88
445.63,445.66
445.66,446.07
446.11,446.29
446.51,445.71
445.73,446.09
446.09,446.0
446.0,445.98
446.03,446.09
446.03,445.72
445.72,445.68
445.68,446.25
446.47,446.37
446.32,446.3
446.07,446.06
445.82,445.99
445.99,445.56
445.56,446.06
445.93,446.97
446.84,448.1
448.1,448.03
448.06,448.06
448.3,448.95
449.19,451.53
451.54,451.69
451.75,451.38
451.22,451.54
451.08,453.31
453.31,452.87
452.53,455.79
455.06,454.6
453.96,454.09
454.2,454.32
454.32,455.56
